[3/7/18 04:52AM]	Valie: f	
[7/5/18 06:00PM]	Speedy: lol 	
[7/5/18 06:00PM]	Speedy: not broken	
[7/5/18 06:00PM]	Speedy: wanna see broken 	
[7/5/18 06:00PM]	Speedy: get a dbow 	
[7/5/18 06:00PM]	Speedy: gmaul 	
[7/5/18 06:00PM]	Speedy: and ags	
[7/5/18 06:00PM]	Speedy: mhm 	
[7/5/18 06:00PM]	Speedy: 5 hit combo 	
[7/5/18 06:00PM]	Speedy: its super broken 	
[7/5/18 06:02PM]	Speedy: im working on my own rsps 	
[7/5/18 06:02PM]	Speedy: but its nothing like these 	
[7/5/18 06:02PM]	Speedy: xd\ 	
[7/5/18 06:02PM]	Speedy: my server currently	
[7/5/18 06:02PM]	Speedy: has like 	
[7/5/18 06:02PM]	Speedy: 6k  	
[7/5/18 06:02PM]	Speedy: in code	
[7/5/18 06:02PM]	Speedy: lol 	
[7/5/18 06:03PM]	Speedy: its a 525 running osrs and rs3 	
[7/5/18 06:03PM]	Speedy: its from scratch	
[7/5/18 06:03PM]	Speedy: working with 3 developers	
[7/5/18 06:03PM]	Speedy: 1 coded for soulsplit 	
[7/5/18 06:03PM]	Speedy: 1 coded for dreamscape	
[7/5/18 06:03PM]	Speedy: 1 coded for ikov 	
[7/5/18 06:03PM]	Speedy: nice 	
[7/5/18 06:04PM]	Speedy: im just paying them 	
[7/5/18 06:04PM]	Speedy: to code it 	
[7/5/18 06:04PM]	Speedy: they my friends 	
[7/5/18 06:04PM]	Speedy: but i dont want them to do for free	
[7/5/18 06:04PM]	Speedy: so i pay them	
[7/5/18 06:04PM]	Speedy: currently just got zurlah	
[7/5/18 06:04PM]	Speedy: running on 	
[7/5/18 06:04PM]	Speedy: ahh os-scape 	
[7/5/18 06:04PM]	Speedy: i remember that server	
[7/5/18 06:04PM]	Speedy: played it 	
[7/5/18 06:04PM]	Speedy: like a year ago	
[7/5/18 06:05PM]	Speedy: it was eh	
[7/5/18 06:05PM]	Speedy: i didnt like some aspects 	
[7/5/18 06:05PM]	Speedy: but it was a good server	
[7/5/18 06:05PM]	Speedy: not bad	
[7/5/18 06:05PM]	Speedy: i just saw things he couldve did 	
[7/5/18 06:05PM]	Speedy: that couldve brang more excitement	
[7/5/18 06:05PM]	Speedy: and better aspect	
[7/5/18 06:06PM]	Speedy: i had like 9m bm on os-scape	
[7/5/18 06:06PM]	Speedy: lol 	
[7/5/18 06:06PM]	Speedy: umm 	
[7/5/18 06:06PM]	Speedy: not even close	
[7/5/18 06:06PM]	Speedy: #1 at 1 time	
[7/5/18 06:06PM]	Speedy: was sohan	
[7/5/18 06:06PM]	Speedy: but he sold gp 	
[7/5/18 06:06PM]	Speedy: *cough* i didnt tell you this	
[7/5/18 06:06PM]	Speedy: :d 	
[7/5/18 06:07PM]	Speedy: lol 	
[7/5/18 06:07PM]	Speedy: not possible	
[7/5/18 06:07PM]	Speedy: only way 	
[7/5/18 06:07PM]	Speedy: to find people 	
[7/5/18 06:07PM]	Speedy: is to sell your own gold 	
[7/5/18 06:07PM]	Speedy: and ban the people 	
[7/5/18 06:07PM]	Speedy: who buy it 	
[7/5/18 06:07PM]	Speedy: from you 	
[7/5/18 06:07PM]	Speedy: :d 	
[7/5/18 06:08PM]	Speedy: where did situations go 	
[7/5/18 06:08PM]	Speedy: .ahh 	
[7/5/18 06:09PM]	Speedy: lol 	
[7/5/18 06:09PM]	Speedy: for what	
[7/5/18 06:09PM]	Speedy: xd 	
[7/5/18 06:09PM]	Speedy: lol 	
[7/5/18 06:09PM]	Speedy: not true	
[7/5/18 06:09PM]	Speedy: he didnt co create snapchat 	
[7/5/18 06:09PM]	Speedy: lol 	
[7/5/18 06:10PM]	Speedy: nope 	
[7/5/18 06:10PM]	Speedy: i work personally with reverse engineering ios apps 	
[7/5/18 06:10PM]	Speedy: so i know 	
[7/5/18 06:10PM]	Speedy: who works for what 	
[7/5/18 06:10PM]	Speedy: lol 	
[7/5/18 06:11PM]	Speedy: mhm 	
[7/5/18 06:11PM]	Speedy: oh	
[7/5/18 06:11PM]	Speedy: i love ios development	
[7/5/18 06:12PM]	Speedy: so much shit i can exploit 	
[7/5/18 06:12PM]	Speedy: xd 	
[7/5/18 06:12PM]	Speedy: mhm' 	
[7/5/18 06:13PM]	Speedy: yeah 	
[7/5/18 06:13PM]	Speedy: technology wise 	
[7/5/18 06:13PM]	Speedy: ios and windows 	
[7/5/18 06:13PM]	Speedy: are gonna take over	
[7/5/18 06:13PM]	Speedy: if they haven't already	
[7/5/18 06:13PM]	Speedy: just find which field of  	
[7/5/18 06:13PM]	Speedy: programming	
[7/5/18 06:13PM]	Speedy: you wanna do	
[7/5/18 06:13PM]	Speedy: reverse engineering is one 	
[7/5/18 06:14PM]	Speedy: that's nice 	
[7/5/18 06:14PM]	Speedy: ooh 	
[7/5/18 06:14PM]	Speedy: there is no point to take it	
[7/5/18 06:14PM]	Speedy: "it"	
[7/5/18 06:14PM]	Speedy: its kinda a waste 	
[7/5/18 06:14PM]	Speedy: of time 	
[7/5/18 06:15PM]	Speedy: best thing is to go for software	
[7/5/18 06:15PM]	Speedy: your good 	
[7/5/18 06:15PM]	Speedy: java is the masterpiece	
[7/5/18 06:15PM]	Speedy: of programming	
[7/5/18 06:15PM]	Speedy: we don't use much lua 	
[7/5/18 06:15PM]	Speedy: java' c#' c++' ruby' etc	
[7/5/18 06:16PM]	Speedy: ahh 	
[7/5/18 06:16PM]	Speedy: thats cool 	
[7/5/18 06:16PM]	Speedy: i'm in my 5th year of programming a 	
[7/5/18 06:16PM]	Speedy: and reverse engineering	
[7/5/18 06:16PM]	Speedy: i make cydia repos 	
[7/5/18 06:16PM]	Speedy: :d 	
[7/5/18 06:16PM]	Speedy: so if you jailbreak your phone 	
[7/5/18 06:17PM]	Speedy: you might find some of my repos	
[7/5/18 06:17PM]	Speedy: it's not 100% my work	
[7/5/18 06:17PM]	Speedy: but i've helped develop some 	
[7/5/18 06:17PM]	Speedy: ahh 	
[7/5/18 06:17PM]	Speedy: you should 	
[7/5/18 06:17PM]	Speedy: if you have a iphone	
[7/5/18 06:17PM]	Speedy: on 11.3.1 	
[7/5/18 06:17PM]	Speedy: you can sjailbreak 	
[7/5/18 06:18PM]	Speedy: if you're in 11.4 rip 	
[7/5/18 06:18PM]	Speedy: 11.3.1 and below	
[7/5/18 06:18PM]	Speedy: you're fine	
[7/5/18 06:18PM]	Speedy: ok 	
[7/5/18 06:19PM]	Iron pete: yooo 	
[7/5/18 06:19PM]	Iron pete: just grinding	
[7/5/18 06:19PM]	Iron pete: yeah nothing wrong so far	
[7/5/18 06:19PM]	Iron pete: about to start fishing for food	
[7/5/18 06:19PM]	Iron pete: the cakes from the stalls dont last long haha	
[7/5/18 06:20PM]	Iron pete: oh yeah haha 	
[7/5/18 06:20PM]	Iron pete: im sure more will join	
[7/5/18 06:20PM]	Iron pete: the advertisement could use some more omages 	
[7/5/18 06:20PM]	Iron pete: or videos	
[7/5/18 06:20PM]	Iron pete: yaaa 	
[7/5/18 06:20PM]	Iron pete: understandable 	
[7/5/18 06:20PM]	Iron pete: i added some bugs to forums	
[7/5/18 06:21PM]	Iron pete: sounds good amigo	
[7/5/18 06:22PM]	Iron pete: ight 	
[7/5/18 06:39PM]	Mystic: pete 	
[7/5/18 06:39PM]	Mystic: kys 	
[7/5/18 06:39PM]	Mystic: nigga 	
[7/5/18 06:39PM]	Iron pete: yo 	
[7/5/18 06:39PM]	Mystic: :d 	
[7/5/18 06:39PM]	Mystic: jk	
[7/5/18 06:39PM]	Mystic: su	
[7/5/18 06:39PM]	Mystic: p	
[7/5/18 06:39PM]	Mystic: yo bro	
[7/5/18 06:39PM]	Mystic: i got the server name	
[7/5/18 06:39PM]	Iron pete: cool 	
[7/5/18 06:39PM]	Mystic: as my username 	
[7/5/18 06:39PM]	Mystic: wow ur ignoring me 	
[7/5/18 06:39PM]	Mystic: kys nigger	
[7/5/18 06:41PM]	Iron pete: yo 	
[7/5/18 06:41PM]	Plug:  yoo 	
[7/5/18 06:44PM]	Iron pete: sup jay	
[7/5/18 06:44PM]	Iron pete: hey you might be able to sell the re to shop 	
[7/5/18 06:44PM]	Jaydi: not worth it 	
[7/5/18 06:44PM]	Iron pete: have you checked? 	
[7/5/18 06:44PM]	Jaydi: yeah 	
[7/5/18 06:44PM]	Iron pete: oh	
[7/5/18 06:44PM]	Jaydi: only worth like 100gp each 	
[7/5/18 06:44PM]	Iron pete: what they sell for? 	
[7/5/18 06:45PM]	Iron pete: ohh haha	
[7/5/18 06:45PM]	Iron pete: i didn't know im iron so can't use	
[7/5/18 06:45PM]	Iron pete: just figured it would be more then that haha	
[7/5/18 06:45PM]	Jaydi: get 6k cash per thief 	
[7/5/18 06:45PM]	Iron pete: ya 	
[7/5/18 06:45PM]	Iron pete: gem stall gives dragonstone rare onyx	
[7/5/18 06:45PM]	Iron pete: i think is what dev said 	
[7/5/18 06:45PM]	Jaydi: wow 	
[7/5/18 06:45PM]	Iron pete: i stopped at 65 	
[7/5/18 06:51PM]	Iron pete: i just burnt like 90& of that inventory of lobster ;( lol	
[7/5/18 06:54PM]	Plug:    are new praye 	
[7/5/18 08:43PM]	Plug: hey :p 	
[7/5/18 08:43PM]	Tanksta: hi	
[7/5/18 08:43PM]	Tanksta: rip	
[7/5/18 10:25PM]	Rick:   where	
[7/5/18 10:55PM]	Plug: y	
[7/6/18 12:20AM]	Plug: ;h 	
[7/6/18 12:20AM]	Plug: ;h 	
[7/6/18 12:33AM]	Plug: hi	
[7/6/18 12:33AM]	Woox:  yoo 	
[7/6/18 12:33AM]	Woox: wyd 	
[7/6/18 12:34AM]	Plug: sup :p 	
[7/6/18 12:34AM]	Woox: nm 	
[7/6/18 12:34AM]	Plug: just thieve:p 	
[7/6/18 12:34AM]	Woox: hows the server been 	
[7/6/18 12:34AM]	Woox: in joined earlier	
[7/6/18 12:34AM]	Woox: when it first 	
[7/6/18 12:34AM]	Woox: came on 	
[7/6/18 12:34AM]	Plug: there was like maybe 8 on 	
[7/6/18 12:34AM]	Plug: at one point 	
[7/6/18 12:35AM]	Woox: oh ok	
[7/6/18 12:35AM]	Plug: need more people :p	
[7/6/18 12:35AM]	Woox: they told me they are gonna start advertising 	
[7/6/18 12:35AM]	Woox: a lot 	
[7/6/18 12:35AM]	Woox: soon	
[7/6/18 12:35AM]	Plug: yeah i hope :p	
[7/6/18 12:35AM]	Woox: i like the server 	
[7/6/18 12:35AM]	Plug: same its clean	
[7/6/18 12:35AM]	Woox: ya vali 	
[7/6/18 12:35AM]	Woox: is a good coder 	
[7/6/18 12:36AM]	Plug: havent met him yet	
[7/6/18 12:36AM]	Woox: ya he was on earlier	
[7/6/18 12:36AM]	Plug: ahh 	
[7/6/18 12:36AM]	Plug: brb need to grab a drink 	
[7/6/18 12:36AM]	Woox: ok 	
[7/6/18 12:37AM]	Plug: back 	
[7/6/18 12:42AM]	Woox: howmuch	
[7/6/18 12:42AM]	Woox: gp u make 	
[7/6/18 12:42AM]	Woox: so far 	
[7/6/18 12:43AM]	Plug: around 1.5m maybe	
[7/6/18 12:43AM]	Plug: maybe 1.25 	
[7/6/18 12:43AM]	Woox: not bad	
[7/6/18 12:43AM]	Plug: this stall is like 6.5k  	
[7/6/18 12:43AM]	Plug: 6.8k*	
[7/6/18 12:44AM]	Woox: oo	
[7/6/18 12:44AM]	Woox: vali said	
[7/6/18 12:44AM]	Woox: gem sall	
[7/6/18 12:44AM]	Woox: u get money and random gems 	
[7/6/18 12:44AM]	Woox: including dragonston 	
[7/6/18 12:44AM]	Plug: yea i need dragonstones :p	
[7/6/18 12:44AM]	Woox: and then u have a rare chance	
[7/6/18 12:44AM]	Woox: to get onyx	
[7/6/18 12:44AM]	Plug: i hope bolt making works 	
[7/6/18 12:44AM]	Woox: ya 	
[7/6/18 12:44AM]	Woox: i does	
[7/6/18 12:44AM]	Woox: it does 	
[7/6/18 12:44AM]	Plug: sweet	
[7/6/18 12:44AM]	Plug: i need dbolts :p 	
[7/6/18 12:44AM]	Woox: :p	
[7/6/18 12:44AM]	Plug: you fight anything with decent drops yet? 	
[7/6/18 12:45AM]	Woox: nope 	
[7/6/18 12:45AM]	Woox: im planning on getting range up more	
[7/6/18 12:45AM]	Woox: and doing kbd	
[7/6/18 12:45AM]	Plug: best thing i fought were kalphite workers so far	
[7/6/18 12:45AM]	Woox: did they drop anything	
[7/6/18 12:45AM]	Plug: they drop these caskets that have random clue items in them	
[7/6/18 12:45AM]	Woox: o 	
[7/6/18 12:45AM]	Plug: + herbs seeds usual stuff 	
[7/6/18 12:45AM]	Woox: nice 	
[7/6/18 12:45AM]	Plug: yea :p 	
[7/6/18 12:45AM]	Woox: i wonder what 	
[7/6/18 12:45AM]	Woox: blazin is doin	
[7/6/18 12:46AM]	Plug: yeah i havent seen him 	
[7/6/18 12:46AM]	Plug: maybe skilling 	
[7/6/18 12:46AM]	Woox: hes level 109 	
[7/6/18 12:46AM]	Plug: ohh damn 	
[7/6/18 12:46AM]	Woox: the players command	
[7/6/18 12:46AM]	Woox: shows his level 	
[7/6/18 12:46AM]	Woox: but vali has to fix it	
[7/6/18 12:46AM]	Plug: i got 99 range earlier	
[7/6/18 12:46AM]	Plug: 1	
[7/6/18 12:46AM]	Woox: really? 	
[7/6/18 12:46AM]	Plug: oops* 	
[7/6/18 12:46AM]	Plug: yeah 	
[7/6/18 12:46AM]	Plug: gonna alch 99 mage after thieving	
[7/6/18 12:46AM]	Woox: ur 93 	
[7/6/18 12:46AM]	Woox: on highscores 	
[7/6/18 12:47AM]	Woox: prob didnt log 	
[7/6/18 12:47AM]	Woox: yet	
[7/6/18 12:47AM]	Woox: ?	
[7/6/18 12:47AM]	Plug: i havent logeed 	
[7/6/18 12:47AM]	Plug: :p	
[7/6/18 12:47AM]	Woox: oo	
[7/6/18 12:47AM]	Woox: did it take long	
[7/6/18 12:47AM]	Woox: where did u do it	
[7/6/18 12:47AM]	Plug: not really 	
[7/6/18 12:47AM]	Plug: i just did it on slayer tasks	
[7/6/18 12:47AM]	Plug: mainly kalphite lair	
[7/6/18 12:47AM]	Woox: ah	
[7/6/18 12:47AM]	Plug: used the same bow you got	
[7/6/18 12:47AM]	Woox: does slayer	
[7/6/18 12:47AM]	Woox: work	
[7/6/18 12:47AM]	Woox: on here 	
[7/6/18 12:47AM]	Plug: yep 	
[7/6/18 12:47AM]	Woox: ya this bow is so fast lol	
[7/6/18 12:47AM]	Plug: theres 3 levels of slayer 	
[7/6/18 12:47AM]	Plug: easy med hard tasks	
[7/6/18 12:48AM]	Woox: i wanna do firecap	
[7/6/18 12:48AM]	Plug: all the slay masters are south of bank 	
[7/6/18 12:48AM]	Plug: yeah same but its 63 wave and im lazy haha	
[7/6/18 12:48AM]	Woox: maybe they'll lower it	
[7/6/18 12:48AM]	Woox: when vali adds iferno	
[7/6/18 12:48AM]	Woox: inferno	
[7/6/18 12:48AM]	Plug: yeah that would be nice 	
[7/6/18 12:48AM]	Woox: im making this account	
[7/6/18 12:48AM]	Woox: my main	
[7/6/18 12:48AM]	Woox: but its gonna be 	
[7/6/18 12:48AM]	Woox: a zerkr 	
[7/6/18 12:49AM]	Woox: with comp cape	
[7/6/18 12:49AM]	Plug: this one is a pure atm, but i might max out if i wanna boss	
[7/6/18 12:49AM]	Plug: can reset skills for 1m	
[7/6/18 12:49AM]	Plug: so im not worried :p	
[7/6/18 12:49AM]	Woox: ooo 	
[7/6/18 12:51AM]	Woox: i should be training	
[7/6/18 12:51AM]	Plug: you smoke bud at all?	
[7/6/18 12:51AM]	Woox: but im texting	
[7/6/18 12:51AM]	Plug: haha tru ;p 	
[7/6/18 12:51AM]	Woox: sometimes 	
[7/6/18 12:51AM]	Plug: nice :p	
[7/6/18 12:51AM]	Woox: its gonna be legal in canada  	
[7/6/18 12:51AM]	Woox: pretty soon 	
[7/6/18 12:52AM]	Woox: my parents and sister	
[7/6/18 12:52AM]	Woox: already all smoke	
[7/6/18 12:52AM]	Woox: frequently 	
[7/6/18 12:52AM]	Plug: yea i smoke when i play this a lot	
[7/6/18 12:52AM]	Plug: oddly it gets me focused 	
[7/6/18 12:52AM]	Woox: do u roll joints 	
[7/6/18 12:52AM]	Plug: bongs, but i smoke joints sometimes	
[7/6/18 12:52AM]	Woox: or bong 	
[7/6/18 12:52AM]	Woox: ah	
[7/6/18 12:52AM]	Woox: ye 	
[7/6/18 12:52AM]	Plug: ye :p	
[7/6/18 12:53AM]	Plug: im on my last bit of weed though 	
[7/6/18 12:53AM]	Woox: is it legal	
[7/6/18 12:53AM]	Woox: where u are	
[7/6/18 12:53AM]	Plug: new york* 	
[7/6/18 12:54AM]	Woox: oo	
[7/6/18 12:54AM]	Plug: yeah super close to niagara falls	
[7/6/18 12:54AM]	Plug: :p i can drive to peace bridge in lik	
[7/6/18 12:54AM]	Plug: 5 mins	
[7/6/18 12:54AM]	Plug: to canada	
[7/6/18 12:55AM]	Woox: damn 	
[7/6/18 12:55AM]	Plug: then theres a niagara falls, ontaria 	
[7/6/18 12:55AM]	Plug: ontario* 	
[7/6/18 12:56AM]	Woox: ye 	
[7/6/18 12:56AM]	Woox: my friends have been 	
[7/6/18 12:56AM]	Plug: the canadian side is honestly way better 	
[7/6/18 12:56AM]	Woox: vali! 	
[7/6/18 12:56AM]	Plug: hey vali, nice to meet you :p 	
[7/6/18 12:57AM]	Plug: good, he was just telling me about how your a dev here	
[7/6/18 12:57AM]	Plug: :p	
[7/6/18 12:57AM]	Plug: nice work so far	
[7/6/18 12:57AM]	Plug: super clean honestly, the layout, everything 	
[7/6/18 12:57AM]	Plug: ooo 	
[7/6/18 12:58AM]	Plug: vali, are the alch values messed up? and rightt 	
[7/6/18 12:58AM]	Plug: i forgot what item it was	
[7/6/18 12:59AM]	Plug: but i checked price in general store and it was like 40,000	
[7/6/18 12:59AM]	Plug: high alched for like 7k 	
[7/6/18 12:59AM]	Plug: lol 	
[7/6/18 12:59AM]	Plug: vali, is crafting and fletchin 100%?	
[7/6/18 01:00AM]	Plug: like you can craft and enchant bolts and amulets?	
[7/6/18 01:00AM]	Plug: dope 	
[7/6/18 01:00AM]	Plug: awesome, thanks 	
[7/6/18 01:00AM]	Plug: thanks :) ill let you know if i find anything to add.	
[7/6/18 01:01AM]	Plug: oh yeah, super minor detail 	
[7/6/18 01:01AM]	Plug: but names are lowercase as you prob already know haha. 	
[7/6/18 01:01AM]	Plug: username* 	
[7/6/18 01:01AM]	Plug: ahh 	
[7/6/18 01:02AM]	Plug: oo actually nice :p	
[7/6/18 01:02AM]	Plug: yea :p 	
[7/6/18 01:02AM]	Woox: i wanna play so bad right now but i gotta text gf	
[7/6/18 01:03AM]	Plug: tell her your goin to sleep x[) 	
[7/6/18 01:04AM]	Plug: 80	
[7/6/18 01:04AM]	Woox: ikr	
[7/6/18 01:04AM]	Plug: haha	
[7/6/18 01:04AM]	Woox: once the goodnight text is sent 	
[7/6/18 01:04AM]	Woox: its game on 	
[7/6/18 01:04AM]	Woox: does the client sometimes skip 	
[7/6/18 01:04AM]	Plug: lmao hell yea 	
[7/6/18 01:04AM]	Woox: input for you	
[7/6/18 01:04AM]	Woox: like when i type  	
[7/6/18 01:04AM]	Woox: sometimes doesn't register	
[7/6/18 01:04AM]	Woox: a key 	
[7/6/18 01:05AM]	Woox: might be my keyboard	
[7/6/18 01:05AM]	Plug: umm i havent really realized it if it does.	
[7/6/18 01:05AM]	Woox: kk	
[7/6/18 01:05AM]	Plug: okay :p 	
[7/6/18 01:05AM]	Woox: prob stoned 	
[7/6/18 01:06AM]	Plug: lmaoo	
[7/6/18 01:08AM]	Plug: is he afk or somethin? haha 	
[7/6/18 01:08AM]	Woox: you brought him here?	
[7/6/18 01:09AM]	Plug: hm 	
[7/6/18 01:09AM]	Woox: hmm 	
[7/6/18 01:09AM]	Woox: could be	
[7/6/18 01:09AM]	Woox: pre-recorded mose 	
[7/6/18 01:09AM]	Woox: movemen	
[7/6/18 01:09AM]	Woox: movement 	
[7/6/18 01:09AM]	Plug: vali can you add in spacebar enter for click to continue 	
[7/6/18 01:09AM]	Plug: and 1,2,3,4 for dialogue shortcuts?	
[7/6/18 01:09AM]	Plug: sweet :p 	
[7/6/18 01:10AM]	Plug: the chatbox sometimes	
[7/6/18 01:11AM]	Plug: wonder how long hes been afk	
[7/6/18 01:12AM]	Plug: so you cant mass click a spawn or something 	
[7/6/18 01:12AM]	Plug: yeaa 	
[7/6/18 01:12AM]	Plug: what if you're in wildy? 	
[7/6/18 01:13AM]	Plug: :p	
[7/6/18 01:14AM]	Plug: lol yep macro 	
[7/6/18 01:14AM]	Plug: haha idk 	
[7/6/18 01:15AM]	Plug: lao 	
[7/6/18 01:15AM]	Plug: lmao 	
[7/6/18 01:15AM]	Plug: seems automated tbh	
[7/6/18 01:15AM]	Plug: i cant tell	
[7/6/18 01:16AM]	Plug: or stat reset 	
[7/6/18 01:16AM]	Plug: :p	
[7/6/18 01:16AM]	Plug: yea :p 	
[7/6/18 01:17AM]	Plug: x[)	
[7/6/18 01:17AM]	Plug: ty 	
[7/6/18 01:17AM]	Woox: whatd u do 	
[7/6/18 01:18AM]	Plug: awesome :p	
[7/6/18 01:18AM]	Plug: hmm 	
[7/6/18 01:19AM]	Plug: mightdo crafting after 99mage 	
[7/6/18 01:19AM]	Plug: dragon dagger hi alchs for 6k	
[7/6/18 01:21AM]	Plug: sweet :p 	
[7/6/18 01:22AM]	Plug: 474 i believe	
[7/6/18 01:22AM]	Plug: yeah 	
[7/6/18 01:22AM]	Plug: to an extent 	
[7/6/18 01:23AM]	Plug: yeah thats dope 	
[7/6/18 01:23AM]	Plug: does bork drop chaotics?	
[7/6/18 01:23AM]	Plug: ah	
[7/6/18 01:23AM]	Plug: you should add drop tables :p or something like that	
[7/6/18 01:23AM]	Plug: thats good :)	
[7/6/18 01:23AM]	Plug: hate the same ol drops	
[7/6/18 01:24AM]	Plug: ooo 	
[7/6/18 01:25AM]	Plug: yeah im just curious mainly to what the bosses drop :p 	
[7/6/18 01:25AM]	Plug: ahh 	
[7/6/18 01:26AM]	Plug: yea really pointless 	
[7/6/18 01:26AM]	Plug: yeah 	
[7/6/18 01:27AM]	Plug: withdraw-x is broken bt	
[7/6/18 01:27AM]	Plug: btw* 	
[7/6/18 01:27AM]	Plug: on banking 	
[7/6/18 01:27AM]	Plug: yes	
[7/6/18 01:27AM]	Plug: ty :p	
[7/6/18 01:27AM]	Plug: ty :)	
[7/6/18 01:28AM]	Plug: surprising if it is though	
[7/6/18 01:35AM]	Plug: vali 	
[7/6/18 01:35AM]	Plug: where can i get godcapes?	
[7/6/18 01:35AM]	Plug: cant find mage bank tele	
[7/6/18 01:35AM]	Plug: ahh okay its cool :p 	
[7/6/18 01:37AM]	Plug:  x[) 	
[7/6/18 01:37AM]	Plug: wheres skillcape shop? :o	
[7/6/18 01:37AM]	Plug: ty :p	
[7/6/18 01:37AM]	Plug: got from casket	
[7/6/18 01:37AM]	Plug: ty :d 	
[7/6/18 01:38AM]	Plug: okay :) 	
[7/6/18 01:38AM]	Plug: ayyy  3 	
[7/6/18 01:38AM]	Plug: thanks 	
[7/6/18 01:39AM]	Plug: yeah i think its a decent spot :p 	
[7/6/18 01:39AM]	Plug: or over here 	
[7/6/18 01:39AM]	Plug: :p	
[7/6/18 01:39AM]	Plug: yea	
[7/6/18 01:42AM]	Plug: actually excited to skill on here lol	
[7/6/18 01:42AM]	Plug: i usually dont 	
[7/6/18 01:44AM]	Plug: 138cb or full max combat? :p	
[7/6/18 01:44AM]	Plug: ahh ok :p	
[7/6/18 01:44AM]	Plug: yea i got some banked up :p 	
[7/6/18 01:44AM]	Plug: i might just say screw being a pure :p 	
[7/6/18 01:44AM]	Plug: im 99 range and mage already :p	
[7/6/18 01:45AM]	Plug: did range w slayer 	
[7/6/18 01:45AM]	Plug: :d 	
[7/6/18 01:45AM]	Plug: i was killing the kalphite soldiers for slayer 	
[7/6/18 01:45AM]	Plug: so lots of xp :p 	
[7/6/18 01:46AM]	Woox: almost done	
[7/6/18 01:46AM]	Plug: 66	
[7/6/18 01:46AM]	Woox: texting 	
[7/6/18 01:46AM]	Plug: :p	
[7/6/18 01:46AM]	Woox: its 12	
[7/6/18 01:46AM]	Woox: 12:46am 	
[7/6/18 01:46AM]	Woox: gf is still awake 	
[7/6/18 01:47AM]	Plug: 2:46 am here haha but damnn	
[7/6/18 01:48AM]	Plug: can you kick me quick?	
[7/6/18 01:48AM]	Plug: wont let me log	
[7/6/18 01:48AM]	Plug: -.-	
[7/6/18 01:49AM]	Plug: nothing at all 	
[7/6/18 01:49AM]	Plug: just when i click the x 	
[7/6/18 01:49AM]	Plug: nothing happens	
[7/6/18 01:49AM]	Plug: yea :p 	
[7/6/18 01:49AM]	Plug: the tab doesnt even pop up 	
[7/6/18 01:49AM]	Plug: like i click the x 	
[7/6/18 01:49AM]	Plug: and its still on my inventory 	
[7/6/18 01:50AM]	Plug: x in top right corner 	
[7/6/18 01:50AM]	Plug: maybe its my gameframe 	
[7/6/18 01:50AM]	Plug: 474	
[7/6/18 01:50AM]	Plug: yea	
[7/6/18 01:50AM]	Plug: okay cool :p 	
[7/6/18 01:51AM]	Plug: okay	
[7/6/18 01:51AM]	Plug: now..	
[7/6/18 01:51AM]	Plug: my bank is bugged	
[7/6/18 01:51AM]	Plug: haha	
[7/6/18 01:51AM]	Plug: stuck in search mode	
[7/6/18 01:51AM]	Plug: yeah haha	
[7/6/18 01:52AM]	Plug: thanks :p	
[7/6/18 01:52AM]	Plug: i was like wtf	
[7/6/18 01:52AM]	Plug: i have 7.3m sinister keys haha 	
[7/6/18 01:52AM]	Plug: x[)	
[7/6/18 01:52AM]	Plug: cool :)	
[7/6/18 01:52AM]	Plug: brb 	
[7/6/18 01:52AM]	Plug: much better	
[7/6/18 01:55AM]	Plug: all good 	
[7/6/18 01:56AM]	Woox: i got kicked	
[7/6/18 01:56AM]	Woox: o.o	
[7/6/18 01:56AM]	Woox: ahh 	
[7/6/18 02:05AM]	Plug: 68 summoning lol 	
[7/6/18 02:06AM]	Plug: around 250-300 	
[7/6/18 02:06AM]	Plug: well 	
[7/6/18 02:06AM]	Plug: 200-260	
[7/6/18 02:06AM]	Plug: 250*	
[7/6/18 02:07AM]	Plug: mostly golds :p	
[7/6/18 02:07AM]	Plug: i havent done any melee yet 	
[7/6/18 02:07AM]	Plug: or prayer 	
[7/6/18 02:08AM]	Plug: once i hit 85 slayer and get a whip ill start doin melee :p 	
[7/6/18 02:23AM]	Plug: ok :p\	
[7/6/18 02:35AM]	Plug: rip	
[7/6/18 02:35AM]	Plug: just trying to get 71 fletch	
[7/6/18 02:35AM]	Plug: :p	
[7/6/18 02:41AM]	Plug: fletching bows doesnt work with a full inventory 	
[7/6/18 02:42AM]	Plug: yeah only when you're making unstrung	
[7/6/18 02:42AM]	Plug: like knife on logs	
[7/6/18 02:42AM]	Plug: bowstring on bow works perfect though	
[7/6/18 02:42AM]	Plug: you have full inventory?	
[7/6/18 02:42AM]	Plug: i was doing with willow logs	
[7/6/18 02:42AM]	Plug: ahh weird	
[7/6/18 02:42AM]	Plug: it wasnt working with the willows for me 	
[7/6/18 02:43AM]	Plug: willow longbows	
[7/6/18 02:43AM]	Plug: hmm 	
[7/6/18 02:43AM]	Plug: maybe im just dumb haha	
[7/6/18 02:43AM]	Plug: i coulda swore it was giving me a full inventory message	
[7/6/18 02:58AM]	Plug: what kinda music you listen to vali? 	
[7/6/18 02:59AM]	Plug: nice :p	
[7/6/18 02:59AM]	Plug: same here, i make beats	
[7/6/18 02:59AM]	Plug: yeah, been doin it for almost 4 years :p 	
[7/6/18 03:00AM]	Plug: favorite rappers?	
