[7/10/18 02:00PM]	Sent Private-Message to User: vali and said 'hey'	
[7/12/18 01:23PM]	Picked up an item (Id: Item [id=12159, amount=5], Amount: 5) at Position: 3739, 9369, 0	
[7/12/18 01:23PM]	Picked up an item (Id: Item [id=12159, amount=7], Amount: 7) at Position: 3739, 9368, 0	
[7/12/18 01:24PM]	Picked up an item (Id: Item [id=12158, amount=4], Amount: 4) at Position: 3739, 9368, 0	
[7/12/18 01:25PM]	Picked up an item (Id: Item [id=2714, amount=1], Amount: 1) at Position: 3739, 9369, 0	
[7/12/18 01:26PM]	Dropped Item (Id: Item [id=7372, amount=1], Amount: 1) at Position: 3739, 9368, 0	
[7/12/18 01:26PM]	Picked up an item (Id: Item [id=12158, amount=6], Amount: 6) at Position: 3739, 9369, 0	
[7/12/18 01:27PM]	Picked up an item (Id: Item [id=532, amount=1], Amount: 1) at Position: 3739, 9367, 0	
[7/12/18 01:27PM]	Picked up an item (Id: Item [id=12159, amount=2], Amount: 2) at Position: 3739, 9367, 0	
[7/12/18 01:30PM]	Dropped Item (Id: Item [id=229, amount=1], Amount: 1) at Position: 3088, 3496, 0	
[7/12/18 01:31PM]	Picked up an item (Id: Item [id=12160, amount=2], Amount: 2) at Position: 2871, 9776, 0	
[7/12/18 01:32PM]	Picked up an item (Id: Item [id=12159, amount=1], Amount: 1) at Position: 2869, 9775, 0	
[7/12/18 01:32PM]	Picked up an item (Id: Item [id=2714, amount=1], Amount: 1) at Position: 2868, 9774, 0	
[7/12/18 01:32PM]	Dropped Item (Id: Item [id=7321, amount=1], Amount: 1) at Position: 2867, 9771, 0	
[7/12/18 01:33PM]	Picked up an item (Id: Item [id=6759, amount=1], Amount: 1) at Position: 2865, 9769, 0	
[7/12/18 01:33PM]	Picked up an item (Id: Item [id=6759, amount=1], Amount: 1) at Position: 2865, 9770, 0	
[7/12/18 01:44PM]	Picked up an item (Id: Item [id=12159, amount=6], Amount: 6) at Position: 2863, 9770, 0	
[7/12/18 01:47PM]	Picked up an item (Id: Item [id=201, amount=1], Amount: 1) at Position: 2861, 9770, 0	
[7/12/18 01:47PM]	Picked up an item (Id: Item [id=6759, amount=1], Amount: 1) at Position: 2860, 9769, 0	
[7/12/18 01:53PM]	Picked up an item (Id: Item [id=12159, amount=3], Amount: 3) at Position: 2867, 9771, 0	
[7/12/18 01:53PM]	Picked up an item (Id: Item [id=12158, amount=1], Amount: 1) at Position: 2864, 9770, 0	
[7/12/18 01:55PM]	Picked up an item (Id: Item [id=2714, amount=1], Amount: 1) at Position: 2863, 9769, 0	
[7/12/18 01:58PM]	Picked up an item (Id: Item [id=985, amount=1], Amount: 1) at Position: 2868, 9774, 0	
[7/12/18 02:14PM]	Picked up an item (Id: Item [id=12163, amount=5], Amount: 5) at Position: 2867, 9772, 0	
[7/12/18 04:24PM]	Bought Item from shop (0) (Id: 952, Amount: 1)	
[7/12/18 04:24PM]	Bought Item from shop (0) (Id: 10476, Amount: 500)	
[7/12/18 04:30PM]	Dropped Item (Id: Item [id=229, amount=1], Amount: 1) at Position: 3553, 9691, 0	
[7/12/18 04:33PM]	Picked up an item (Id: Item [id=1079, amount=1], Amount: 1) at Position: 3099, 3508, 0	
[7/12/18 04:33PM]	Picked up an item (Id: Item [id=4131, amount=1], Amount: 1) at Position: 3099, 3508, 0	
[7/12/18 04:44PM]	Dropped Item (Id: Item [id=229, amount=1], Amount: 1) at Position: 3091, 3490, 0	
[7/12/18 04:44PM]	Dropped Item (Id: Item [id=229, amount=1], Amount: 1) at Position: 3091, 3493, 0	
---[7/12/18 04:57PM]	---
Raymond has received 12000000 Coins from Plug
---[7/12/18 04:57PM]	---
Raymond has given 1 Mages' Book to Plug
---[7/12/18 05:01PM]	---
Raymond has received 250 Uncut Dragonstone from Thug
Raymond has received 2837522 Coins from Thug
Raymond has received 718 Uncut Ruby from Thug
Raymond has received 675 Uncut Emerald from Thug
Raymond has received 705 Uncut Sapphire from Thug
Raymond has received 1 Chisel from Thug
---[7/12/18 05:02PM]	---
Raymond has received 736 Uncut Diamond from Thug
